# BLASTN 2.9.0+
# Query: frag_5_NC_002014.1 Fragment 5 of NC_002014.1 Enterobacteria phage Ike, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
frag_98_NC_054782.1	6666666.3740	87.302	63	8	0	438	500	47865	47927	8.16e-14	78.8
frag_98_NC_054782.1	NC_023731	87.719	57	7	0	444	500	49950	50006	1.21e-11	72.5
frag_98_NC_054782.1	6666666.3789	68.715	179	41	3	337	500	47444	47622	1.21e-11	71.6
frag_98_NC_054782.1	NC_023564	68.508	181	56	1	131	311	49380	49559	5.15e-10	67.1
frag_98_NC_054782.1	KM197169	83.333	60	10	0	441	500	49017	49076	1.80e-09	64.4
frag_98_NC_054782.1	KM197169	69.231	130	36	3	275	401	48843	48971	0.002	45.5
frag_98_NC_054782.1	6666666.3839	67.273	220	64	4	281	493	49625	49843	6.27e-09	62.6
frag_98_NC_054782.1	JQ512844	87.037	54	5	2	448	500	47935	47987	7.64e-08	59.9
frag_98_NC_054782.1	6666666.13472	79.365	63	13	0	438	500	48210	48272	9.31e-07	56.3
frag_98_NC_054782.1	NC_023716	79.310	58	12	0	442	499	49271	49328	1.13e-05	51.8
frag_98_NC_054782.1	NC_020876	77.778	63	14	0	438	500	49478	49540	1.13e-05	51.8
frag_98_NC_054782.1	NC_023609	83.333	54	7	2	448	500	43706	43758	3.96e-05	50.9
frag_98_NC_054782.1	NC_016650	68.687	198	34	12	294	474	39625	39811	3.96e-05	50.0
frag_98_NC_054782.1	NC_001900	91.176	34	3	0	452	485	45681	45714	1.38e-04	49.1
frag_98_NC_054782.1	NC_024148	79.245	53	11	0	448	500	46906	46958	4.82e-04	47.3
frag_98_NC_054782.1	6666666.3841	79.245	53	11	0	448	500	44385	44437	4.82e-04	47.3
frag_98_NC_054782.1	NC_021307	81.481	54	8	2	448	500	47001	47053	4.82e-04	46.4
frag_98_NC_054782.1	NC_021864	96.296	27	1	0	460	486	1725	1699	0.002	45.5
frag_98_NC_054782.1	JX307704	77.358	53	12	0	448	500	47646	47698	0.006	42.8
frag_98_NC_054782.1	JF957058	84.211	38	6	0	448	485	47674	47711	0.006	42.8
# BLASTN 2.9.0+
# Query: frag_3_NC_005344.1 Fragment 3 of NC_005344.1 Enterobacteria phage Sf6, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
frag_3_NC_005344.1	NC_005344	100.000	500	0	0	1	500	1001	1500	0.0	902
frag_3_NC_005344.1	CP000711	97.000	500	15	0	1	500	21687	21188	0.0	835
frag_3_NC_005344.1	NC_002730	96.200	500	19	0	1	500	20681	21180	0.0	817
frag_3_NC_005344.1	NC_009015	78.125	64	14	0	58	121	71673	71610	3.25e-06	53.6
# BLASTN 2.9.0+
# Query: frag_6_NC_025454.1 Fragment 6 of NC_025454.1 Ralstonia phage RS603 DNA, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
frag_6_NC_025454.1	AB981170	79.134	508	90	8	1	500	2737	3236	7.12e-116	417
frag_6_NC_025454.1	NC_008575	71.579	95	27	0	1	95	2904	2998	3.96e-05	50.9
frag_6_NC_025454.1	NC_021862	85.714	42	6	0	1	42	2909	2950	3.96e-05	50.0
# BLASTN 2.9.0+
# Query: frag_46_NC_041845.1 Fragment 46 of NC_041845.1 Flavobacterium phage FCV-1, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
frag_46_NC_041845.1	6666666.43257	66.506	415	123	10	90	496	23602	24008	1.29e-17	92.4
frag_46_NC_041845.1	NC_015569	80.851	47	7	1	404	448	22541	22495	0.006	42.8
# BLASTN 2.9.0+
# Query: frag_1_NC_052456.1 Fragment 1 of NC_052456.1 Mycobacterium phage Rajelicia, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 38 hits found
frag_1_NC_052456.1	6666666.13470	98.600	500	5	2	1	500	1	498	0.0	864
frag_1_NC_052456.1	6666666.3812	98.400	500	7	1	1	500	1	499	0.0	863
frag_1_NC_052456.1	6666666.3787	98.000	500	9	1	1	500	1	499	0.0	854
frag_1_NC_052456.1	6666666.3862	97.800	500	10	1	1	500	1	499	0.0	849
frag_1_NC_052456.1	6666666.3757	97.800	500	10	1	1	500	1	499	0.0	849
frag_1_NC_052456.1	NC_023710	97.000	500	14	1	1	500	1	499	0.0	831
frag_1_NC_052456.1	6666666.3798	96.400	500	16	2	1	500	1	498	0.0	814
frag_1_NC_052456.1	6666666.3715	96.400	500	16	2	1	500	1	498	0.0	814
frag_1_NC_052456.1	JQ698665	95.808	501	17	4	1	500	1	498	0.0	795
frag_1_NC_052456.1	NC_022062	95.427	503	16	6	1	500	1	499	0.0	783
frag_1_NC_052456.1	NC_023687	95.210	501	20	4	1	500	1	498	0.0	782
frag_1_NC_052456.1	NC_009878	93.663	505	21	7	1	500	1	499	0.0	746
frag_1_NC_052456.1	NC_021324	93.491	507	20	8	1	500	53369	52869	0.0	742
frag_1_NC_052456.1	NC_011021	92.885	506	26	6	1	500	1	502	0.0	733
frag_1_NC_052456.1	JX307705	93.083	506	23	8	1	500	1	500	0.0	730
frag_1_NC_052456.1	NC_024143	93.097	507	22	9	1	500	1	501	0.0	728
frag_1_NC_052456.1	6666666.3853	92.871	505	24	8	1	500	1	498	0.0	724
frag_1_NC_052456.1	NC_024368	92.885	506	23	9	1	500	1	499	0.0	722
frag_1_NC_052456.1	NC_024136	92.490	506	26	8	1	500	1	500	0.0	717
frag_1_NC_052456.1	NC_022070	92.490	506	26	8	1	500	1	500	0.0	717
frag_1_NC_052456.1	NC_011019	92.490	506	26	8	1	500	1	500	0.0	717
frag_1_NC_052456.1	NC_023862	91.440	514	23	8	1	500	1	507	0.0	712
frag_1_NC_052456.1	NC_022324	91.440	514	23	8	1	500	1	507	0.0	712
frag_1_NC_052456.1	NC_022324	100.000	23	0	0	79	101	52208	52186	0.006	42.8
frag_1_NC_052456.1	NC_022979	92.079	505	29	7	1	500	1	499	0.0	710
frag_1_NC_052456.1	NC_023726	92.095	506	27	9	1	500	1	499	0.0	704
frag_1_NC_052456.1	6666666.3712	92.095	506	27	9	1	500	1	499	0.0	704
frag_1_NC_052456.1	6666666.3878	90.856	514	26	8	1	500	1	507	0.0	699
frag_1_NC_052456.1	NC_011020	90.661	514	27	8	1	500	1	507	0.0	694
frag_1_NC_052456.1	NC_022975	91.304	506	32	8	1	500	1	500	0.0	690
frag_1_NC_052456.1	6666666.3802	90.909	506	34	8	1	500	1	500	0.0	681
frag_1_NC_052456.1	NC_002656	90.711	506	35	8	1	500	1	500	0.0	676
frag_1_NC_052456.1	6666666.3811	90.514	506	35	9	1	500	1	499	0.0	668
frag_1_NC_052456.1	NC_011267	89.130	506	43	8	1	500	1	500	0.0	640
frag_1_NC_052456.1	6666666.3797	88.155	515	39	9	1	500	1	508	0.0	634
frag_1_NC_052456.1	NC_023564	75.410	61	15	0	13	73	13	73	0.006	43.7
frag_1_NC_052456.1	NC_011023	82.000	50	7	2	13	61	13	61	0.006	43.7
frag_1_NC_052456.1	6666666.3839	86.111	36	5	0	1	36	1	36	0.006	43.7
# BLASTN 2.9.0+
# Query: frag_6_NC_033045.1 Fragment 6 of NC_033045.1 Hubei picorna-like virus 62 strain spider133936 hypothetical protein gene, complete cds
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_1_NC_021341.1 Fragment 1 of NC_021341.1 Tomato yellow leaf curl Yunnan virus isolate YN2013 clone 10 segment DNA-A, complete sequence
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_3_NC_032188.1 Fragment 3 of NC_032188.1 Hubei sobemo-like virus 36 strain spider124913 hypothetical protein 1 and hypothetical protein 2 genes, complete cds
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_194_NC_055142.1 Fragment 194 of NC_055142.1 Lymphocryptovirus Macaca/pfe-lcl-E3, complete genome
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_66_NC_047756.1 Fragment 66 of NC_047756.1 Caulobacter phage Sansa, complete genome
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_22_NC_038287.1 Fragment 22 of NC_038287.1 Radi virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_11_NC_006945.1 Fragment 11 of NC_006945.1 Bacillus phage GIL16c, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
frag_11_NC_006945.1	NC_006945	100.000	500	0	0	1	500	5001	5500	0.0	902
frag_11_NC_006945.1	AJ536073	80.637	408	59	6	109	500	5253	5656	9.27e-102	371
frag_11_NC_006945.1	NC_022094	77.622	286	58	3	62	347	2131	2410	3.70e-56	220
frag_11_NC_006945.1	NC_011523	74.540	326	61	8	30	348	5223	5533	1.21e-49	198
frag_11_NC_006945.1	NC_011048	92.857	28	2	0	288	315	10912	10939	0.006	42.8
# BLASTN 2.9.0+
# Query: frag_8_NC_055542.1 Fragment 8 of NC_055542.1 Ambrosia asymptomatic virus 1 isolate 05TGP00321 putative RNA-dependent RNA polymerase, putative triple gene block protein 1, putative triple gene block protein 2, putative triple gene block protein 3, putative coat protein, and putative nucleic acid binding protein genes, complete cds
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_3_NC_055516.1 Fragment 3 of NC_055516.1 Pepper yellow leaf curl Aceh virus DNA, segment DNA-A, complete sequence, isolate: PepYLCAV-BAPep-V2
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
frag_3_NC_055516.1	NC_017978	93.548	31	2	0	312	342	18071	18041	1.38e-04	48.2
# BLASTN 2.9.0+
# Query: frag_99_NC_052467.1 Fragment 99 of NC_052467.1 Mycobacterium phage STLscum, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 33 hits found
frag_99_NC_052467.1	NC_011021	99.000	500	5	0	1	500	48201	48700	0.0	880
frag_99_NC_052467.1	NC_024136	98.400	500	8	0	1	500	47152	47651	0.0	866
frag_99_NC_052467.1	6666666.3757	98.400	500	8	0	1	500	46885	47384	0.0	866
frag_99_NC_052467.1	6666666.13470	90.099	202	20	0	119	320	48692	48893	5.48e-73	275
frag_99_NC_052467.1	6666666.13470	94.595	111	6	0	1	111	48403	48513	1.38e-42	174
frag_99_NC_052467.1	NC_011020	96.396	111	4	0	1	111	46526	46636	2.66e-45	183
frag_99_NC_052467.1	NC_011020	95.960	99	4	0	1	99	48144	48242	8.71e-39	161
frag_99_NC_052467.1	NC_024368	96.330	109	4	0	3	111	48292	48400	3.24e-44	179
frag_99_NC_052467.1	NC_023726	95.495	111	5	0	1	111	49127	49237	1.13e-43	178
frag_99_NC_052467.1	NC_022324	95.495	111	5	0	1	111	50114	50224	1.13e-43	178
frag_99_NC_052467.1	NC_022070	95.495	111	5	0	1	111	50213	50323	1.13e-43	178
frag_99_NC_052467.1	NC_021324	95.495	111	5	0	1	111	4445	4335	1.13e-43	178
frag_99_NC_052467.1	NC_011019	95.495	111	5	0	1	111	49360	49470	1.13e-43	178
frag_99_NC_052467.1	JX307705	95.495	111	5	0	1	111	45504	45614	1.13e-43	178
frag_99_NC_052467.1	6666666.3862	95.495	111	5	0	1	111	48456	48566	1.13e-43	178
frag_99_NC_052467.1	6666666.3811	95.495	111	5	0	1	111	47591	47701	1.13e-43	178
frag_99_NC_052467.1	6666666.3798	95.495	111	5	0	1	111	48609	48719	1.13e-43	178
frag_99_NC_052467.1	6666666.3787	95.495	111	5	0	1	111	48906	49016	1.13e-43	178
frag_99_NC_052467.1	NC_024143	94.595	111	6	0	1	111	50101	50211	1.38e-42	174
frag_99_NC_052467.1	NC_011267	94.595	111	6	0	1	111	46199	46309	1.38e-42	174
frag_99_NC_052467.1	NC_002656	94.595	111	6	0	1	111	46316	46426	1.38e-42	174
frag_99_NC_052467.1	6666666.3878	94.595	111	6	0	1	111	49662	49772	1.38e-42	174
frag_99_NC_052467.1	6666666.3712	94.595	111	6	0	1	111	47644	47754	1.38e-42	174
frag_99_NC_052467.1	NC_022975	95.370	108	5	0	3	110	48418	48525	4.82e-42	173
frag_99_NC_052467.1	6666666.3715	93.694	111	7	0	1	111	49855	49965	5.87e-41	169
frag_99_NC_052467.1	NC_023862	93.636	110	7	0	1	110	48235	48344	2.05e-40	168
frag_99_NC_052467.1	NC_023687	93.636	110	7	0	1	110	48287	48396	2.05e-40	168
frag_99_NC_052467.1	NC_022979	96.907	97	3	0	3	99	48465	48561	8.71e-39	162
frag_99_NC_052467.1	6666666.3812	95.960	99	4	0	1	99	48520	48618	8.71e-39	161
frag_99_NC_052467.1	6666666.3802	91.892	111	9	0	1	111	46407	46517	3.04e-38	160
frag_99_NC_052467.1	6666666.3853	93.939	99	6	0	1	99	48028	48126	4.51e-36	152
frag_99_NC_052467.1	6666666.3797	92.929	99	7	0	1	99	47209	47307	1.92e-34	148
frag_99_NC_052467.1	NC_004680	75.127	197	47	2	106	301	26105	25910	1.80e-28	128
# BLASTN 2.9.0+
# Query: frag_84_NC_047834.1 Fragment 84 of NC_047834.1 Alteromonas virus vB_AspP-H4/4, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
frag_84_NC_047834.1	AP013479	90.244	41	4	0	2	42	24426	24466	2.67e-07	57.2
frag_84_NC_047834.1	NC_013021	80.769	52	9	1	82	132	45304	45355	4.82e-04	46.4
# BLASTN 2.9.0+
# Query: frag_15_NC_033081.1 Fragment 15 of NC_033081.1 Chicken calicivirus strain RS/BR/2015, complete genome
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_2_NC_040619.1 Fragment 2 of NC_040619.1 Gammapapillomavirus sp. isolate Gamma_LCOSOc196, complete genome
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_4_NC_031753.1 Fragment 4 of NC_031753.1 Porcine circovirus 3 strain 29160, complete genome
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_306_NC_049505.1 Fragment 306 of NC_049505.1 Salmonella phage barely, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 9 hits found
frag_306_NC_049505.1	NC_024122	99.600	500	2	0	1	500	77981	78480	0.0	893
frag_306_NC_049505.1	NC_016073	98.600	500	7	0	1	500	142508	142009	0.0	871
frag_306_NC_049505.1	NC_019452	98.400	500	8	0	1	500	141362	140863	0.0	866
frag_306_NC_049505.1	NC_019530	97.400	500	13	0	1	500	142467	141968	0.0	844
frag_306_NC_049505.1	NC_023856	97.200	500	14	0	1	500	92292	92791	0.0	839
frag_306_NC_049505.1	JX128257	89.022	501	51	3	2	500	71975	72473	0.0	646
frag_306_NC_049505.1	NC_022768	88.623	501	53	3	2	500	16241	16739	0.0	637
frag_306_NC_049505.1	NC_022343	72.908	251	68	0	200	450	80993	81243	1.92e-34	147
frag_306_NC_049505.1	KJ716335	68.166	289	92	0	167	455	112623	112335	1.68e-22	107
# BLASTN 2.9.0+
# Query: frag_81_NC_022981.1 Fragment 81 of NC_022981.1 Mycobacterium phage HufflyPuff, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
frag_81_NC_022981.1	6666666.3763	99.800	500	1	0	1	500	38556	39055	0.0	898
frag_81_NC_022981.1	6666666.17469	99.600	500	2	0	1	500	38636	39135	0.0	893
frag_81_NC_022981.1	JN412590	99.200	500	4	0	1	500	39318	39817	0.0	884
frag_81_NC_022981.1	6666666.3709	95.800	500	3	1	1	500	38515	38996	0.0	820
# BLASTN 2.9.0+
# Query: frag_13_NC_053503.1 Fragment 13 of NC_053503.1 Mycobacterium phage Laurie, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 9 hits found
frag_13_NC_053503.1	1076630.3	98.996	498	4	1	1	498	6001	6497	0.0	873
frag_13_NC_053503.1	1076630.3	88.660	97	7	4	376	472	19001	19093	1.38e-23	112
frag_13_NC_053503.1	1076630.3	76.852	108	20	4	364	470	61259	61362	4.23e-11	69.8
frag_13_NC_053503.1	1076630.3	75.949	79	14	4	373	451	66291	66364	0.002	44.6
frag_13_NC_053503.1	NC_024135	67.407	270	84	2	55	323	39650	39916	5.50e-16	86.0
frag_13_NC_053503.1	NC_023604	66.960	227	59	8	104	323	41075	40858	3.96e-05	50.9
frag_13_NC_053503.1	JN831653	68.800	125	37	1	107	231	55034	54912	1.38e-04	48.2
frag_13_NC_053503.1	6666666.3781	67.401	227	61	10	102	323	40059	39841	0.006	43.7
frag_13_NC_053503.1	NC_019408	87.879	33	4	0	223	255	114848	114880	0.006	42.8
# BLASTN 2.9.0+
# Query: frag_4_NC_001556.1 Fragment 4 of NC_001556.1 Tobacco mild green mosaic virus, complete genome
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_24_NC_025347.1 Fragment 24 of NC_025347.1 Avian paramyxovirus 7 strain APMV-7/dove/Tennessee/4/75, complete genome
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_35_NC_040625.1 Fragment 35 of NC_040625.1 Rhynchobatus djiddensis adomavirus 1 isolate UGA1, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
frag_35_NC_040625.1	NC_021788	100.000	22	0	0	201	222	21459	21480	0.021	41.0
# BLASTN 2.9.0+
# Query: frag_60_NC_052431.1 Fragment 60 of NC_052431.1 Mycobacterium phage GageAP, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 42 hits found
frag_60_NC_052431.1	NC_022975	97.791	498	10	1	1	498	28705	29201	0.0	846
frag_60_NC_052431.1	NC_002656	97.576	330	7	1	170	498	29391	29720	1.13e-157	556
frag_60_NC_052431.1	NC_002656	100.000	23	0	0	364	386	50033	50011	0.006	42.8
frag_60_NC_052431.1	6666666.3797	97.576	330	7	1	170	498	29102	29431	1.13e-157	556
frag_60_NC_052431.1	NC_023726	97.546	326	6	2	174	498	29389	29713	2.04e-154	545
frag_60_NC_052431.1	JX307705	96.667	330	10	1	170	498	29690	30019	2.48e-153	543
frag_60_NC_052431.1	6666666.3853	96.667	330	10	1	170	498	29427	29756	2.48e-153	543
frag_60_NC_052431.1	6666666.3712	96.667	330	10	1	170	498	30167	30496	2.48e-153	543
frag_60_NC_052431.1	JQ698665	95.562	338	14	1	162	498	29802	30139	3.02e-152	539
frag_60_NC_052431.1	NC_021324	96.364	330	11	1	170	498	22985	22656	3.02e-152	538
frag_60_NC_052431.1	6666666.3802	96.364	330	11	1	170	498	29215	29544	3.02e-152	538
frag_60_NC_052431.1	6666666.3862	95.252	337	16	0	162	498	29830	30166	1.05e-151	536
frag_60_NC_052431.1	6666666.3787	95.770	331	14	0	168	498	29769	30099	3.68e-151	535
frag_60_NC_052431.1	NC_024143	96.061	330	12	1	170	498	28940	29269	1.29e-150	534
frag_60_NC_052431.1	NC_023687	96.061	330	12	1	170	498	29258	29587	1.29e-150	534
frag_60_NC_052431.1	NC_022062	96.061	330	12	1	170	498	30271	30600	1.29e-150	534
frag_60_NC_052431.1	NC_022324	94.955	337	17	0	162	498	29592	29928	4.49e-150	532
frag_60_NC_052431.1	6666666.3757	96.626	326	9	2	174	498	29618	29942	4.49e-150	532
frag_60_NC_052431.1	NC_024136	95.758	330	13	1	170	498	29333	29662	1.57e-149	529
frag_60_NC_052431.1	6666666.3715	94.659	337	18	0	162	498	29771	30107	5.46e-149	527
frag_60_NC_052431.1	NC_011019	96.012	326	11	2	174	498	30405	30729	2.32e-147	523
frag_60_NC_052431.1	6666666.3798	94.864	331	17	0	168	498	29631	29961	8.11e-147	521
frag_60_NC_052431.1	6666666.3811	94.065	337	20	0	162	498	29023	29359	2.83e-146	518
frag_60_NC_052431.1	NC_009878	94.848	330	16	1	170	498	30067	30396	3.45e-145	516
frag_60_NC_052431.1	NC_011267	93.769	337	21	0	162	498	29611	29947	1.20e-144	514
frag_60_NC_052431.1	6666666.3878	95.077	325	15	1	174	498	29834	30157	4.20e-144	511
frag_60_NC_052431.1	NC_011021	94.242	330	18	1	170	498	29330	29659	1.79e-142	507
frag_60_NC_052431.1	NC_011020	94.242	330	18	1	170	498	29139	29468	1.79e-142	507
frag_60_NC_052431.1	6666666.3812	94.242	330	18	1	170	498	29374	29703	1.79e-142	507
frag_60_NC_052431.1	NC_024368	94.154	325	18	1	174	498	29538	29861	9.25e-140	498
frag_60_NC_052431.1	NC_023710	93.353	331	21	1	168	498	29092	29421	3.23e-139	495
frag_60_NC_052431.1	6666666.13470	93.538	325	19	2	174	498	29098	29420	5.84e-136	485
frag_60_NC_052431.1	NC_022979	92.447	331	24	1	168	498	30007	30336	7.11e-135	481
frag_60_NC_052431.1	NC_022070	92.145	331	25	1	168	498	29749	30078	8.67e-134	477
frag_60_NC_052431.1	NC_023862	88.312	231	27	0	270	500	29932	30162	5.86e-79	296
frag_60_NC_052431.1	NC_023862	90.000	100	10	0	168	267	29777	29876	3.47e-31	136
frag_60_NC_052431.1	NC_021307	71.667	240	60	3	231	462	23813	24052	2.67e-26	121
frag_60_NC_052431.1	JQ684677	83.019	53	9	0	378	430	25568	25516	9.31e-07	56.3
frag_60_NC_052431.1	6666666.3769	83.019	53	9	0	378	430	25668	25616	9.31e-07	56.3
frag_60_NC_052431.1	6666666.19978	83.019	53	9	0	378	430	25690	25638	9.31e-07	56.3
frag_60_NC_052431.1	NC_021308	81.132	53	10	0	378	430	29062	29010	1.13e-05	51.8
frag_60_NC_052431.1	6666666.3710	82.927	41	7	0	389	429	25297	25257	0.006	43.7
# BLASTN 2.9.0+
# Query: frag_5_NC_033245.1 Fragment 5 of NC_033245.1 Hubei permutotetra-like virus 10 strain ZCM16232 RdRp and putative capsid protein genes, complete cds
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_11_NC_038724.1 Fragment 11 of NC_038724.1 Bimiti virus strain TRVL 8362 RNA-dependent RNA polymerase gene, complete cds
# Database: ./database/ALL_140821_hr
# 0 hits found
# BLASTN 2.9.0+
# Query: frag_54_NC_031938.1 Fragment 54 of NC_031938.1 Flavobacterium phage Fpv6, complete genome
# Database: ./database/ALL_140821_hr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
frag_54_NC_031938.1	NC_018272	69.022	184	53	2	263	444	12500	12681	4.23e-11	70.7
